id,recc tuple
"Milk-and-Cookie-Shots-541567","Cookie-Dough-Bark-1124619","Rolo-Chocolate-Chip-Cookie-Cups-1009939","Mini-Chocolate-Cookie-Dough-Cups-1874124","Chocolate-Chip-Cookie-Dunkers-1886897","Frozen-Cookie-Dough-Bites-1287168"
"Silky-Chocolate-Pudding-1908488","Chocolate-Pudding-1206242","Chocolate-pudding-pie-305547","Parisian-Hot-Chocolate-749989","Best-Hot-Chocolate-1298696","White-Hot-Chocolate-1972420"
"Chocolate-Pots-de-Creme-1600906","Chocolate-Pudding-1051142","Homemade-Vanilla-Pudding-1531786","Custard-Pudding-1517496","Mallorca-608831","Homemade-Custard-1511444"
"Chocolate-Brownies-1695985","Quick-and-Easy-Brownies-_Like-a-Box-Mix__-1015038","Brownies-1521108","Cinnamon-Crumb-Coffee-Cake-1693307","Chocolate-yogurt-cake-335629","Brownie-Cookies-1065863"
"Orange-Chocolate-Coconut-Clusters-1912625","Coconut-butter-308283","Almond-Joy-Chocolate-Bark-1613557","Paleo-Honey-Almond-Granola-2061943","Almond-Joy-Candy-Bars-575566","PMS-Popcorn-1394801"
"Fudgy-Double-Chocolate-Meringues-Once-Upon-A-Chef-287068","Easy-7-Minute-Vanilla-Frosting-2016023","Meringue-1519437","Mini-Pavlova-1028849","Chocolate-Chip-Clouds-1581008","Christmas-Tree-Meringue-Cookies-1396768"
"Samoa-Cheesecake-597512","Make-at-Home-Samoas-1515035","No-Bake-Oreo-Cheesecake-1710284","Creamy-Vanilla-Frozen-Yogurt-1102210","Samoa-Truffles-1375570","4-Ingredient-Vanilla-Frozen-Yogurt-1797374"
"Peanut-Butter-Stuffed-Brownies-1580185","Peanut-Butter-Crunch-Brownies-1072635","Chocolate-Peanut-Butter-Buckeyes-1091182","Peanut-Butter-Cup-Rice-Krispie-Treats-2053633","Chocolate-Peanut-Butter-Cups-1662774","Brownie-Cookies-1065863"
"Skinny-Frozen-Hot-Chocolate-1688074","Avena---healthy-oatmeal-shake-352069","Mango-Lassi-1595092","Bob-Greene_s-Healthy-Chocolate-Pudding-1166675","Peanut-Butter-Bread-991856","Clean-Eating-Pumpkin-Pie-895187"
"Chocolate-swirl-buns-305325","Pretzel-Parker-House-Rolls-1930079","Sourdough-Starter-683965","Homemade-Glazed-Doughnuts-1657023","Rustic-Free-Form-Tartlets-for-Two-1223965","Milk-Rolls-1171026"
